,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY
532,2,27JUL58,41,3,10.0,24862.0,Yes,0.0,z_No,z_F,Bachelors,Student,26,Private,7790,1,Sports Car,no,1055,4,No,2,4046,10.0,z_Highly Rural/ Rural
534,0,24SEP49,50,0,0.0,0.0,No,113870.0,Yes,z_F,z_High School,Home Maker,12,Private,6500,6,Sports Car,no,0,0,No,0,2812,7.0,Highly Urban/ Urban
538,0,03MAY58,41,3,11.0,75971.8968373494,No,159061.0,Yes,z_F,z_High School,Professional,35,Private,9170,6,z_SUV,no,0,0,No,0,5050,8.0,Highly Urban/ Urban
541,0,10JAN42,57,0,15.0,25761.0,No,149672.0,Yes,M,Bachelors,Clerical,57,Private,11940,1,Pickup,no,4792,1,No,8,3782,11.0,Highly Urban/ Urban
542,0,27JUN57,42,0,11.0,49224.0,No,155963.0,Yes,M,z_High School,z_Blue Collar,29,Commercial,27460,1,Minivan,yes,4546,3,No,0,3443,1.0,Highly Urban/ Urban
547,0,30AUG56,43,0,13.0,22623.0,No,184773.0,Yes,M,z_High School,Professional,15,Private,8060,1,Pickup,yes,0,0,No,2,46858,1.0,Highly Urban/ Urban
550,0,09SEP48,51,0,12.0,40760.0,No,186223.0,z_No,M,Bachelors,Professional,24,Private,11880,1,Pickup,no,0,0,No,0,2058,8.0,Highly Urban/ Urban
551,0,02DEC71,28,2,11.0,68493.0,Yes,217494.0,z_No,M,Bachelors,z_Blue Collar,22,Commercial,20180,1,Van,no,0,0,No,0,1958,5.0,Highly Urban/ Urban
556,0,06NOV72,27,3,9.0,69794.0,Yes,0.0,z_No,z_F,Bachelors,Professional,24,Private,14660,4,z_SUV,no,2848,1,No,3,4313,6.0,Highly Urban/ Urban
557,0,17OCT66,33,1,11.0,25544.0,Yes,0.0,z_No,z_F,<High School,z_Blue Collar,29,Private,4050,1,Sports Car,no,3971,2,No,0,1736,1.0,Highly Urban/ Urban
558,1,23AUG57,42,2,15.0,85408.0,No,274402.0,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,20170,10,Minivan,no,697,2,No,0,4257,8.0,Highly Urban/ Urban
559,0,19OCT44,55,0,11.0,3865.0,No,0.0,z_No,z_F,<High School,Home Maker,27,Private,16600,1,z_SUV,no,6089,2,Yes,0,3492,1.0,Highly Urban/ Urban
560,0,30JUN49,50,0,13.0,94589.0,No,276150.0,Yes,M,<High School,z_Blue Collar,8,Private,6500,11,Minivan,no,0,0,No,2,1413,1.0,Highly Urban/ Urban
567,0,07DEC58,41,2,13.0,50537.0,No,193855.0,Yes,z_F,z_High School,z_Blue Collar,39,Commercial,28960,1,Van,no,1613,1,No,2,1036,8.0,Highly Urban/ Urban
568,0,05JUN45,54,0,12.0,65298.0,No,213225.0,Yes,z_F,z_High School,Clerical,5,Private,8030,17,z_SUV,no,4528,3,No,5,3722,1.0,Highly Urban/ Urban
571,0,15OCT60,39,0,6.0,88336.59451219512,No,0.0,z_No,z_F,Masters,Lawyer,51,Private,12880,3,Minivan,no,0,0,Yes,0,6827,7.0,z_Highly Rural/ Rural
573,0,08AUG72,27,4,13.0,50139.0,No,167990.0,Yes,z_F,z_High School,z_Blue Collar,22,Private,9210,1,z_SUV,no,1271,2,No,3,1842,1.0,Highly Urban/ Urban
575,0,05FEB52,47,0,11.75,92543.0,No,236446.0,Yes,M,Masters,z_Blue Collar,52,Commercial,25250,6,Panel Truck,no,30450,2,Yes,4,8798,9.0,Highly Urban/ Urban
583,0,31MAY62,37,0,6.0,53895.0,No,161774.0,Yes,M,Bachelors,Clerical,44,Commercial,11250,17,Pickup,no,0,0,No,0,5636,11.0,Highly Urban/ Urban
585,0,08NOV56,43,2,12.0,60973.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,56,Commercial,5800,1,Sports Car,no,0,0,Yes,1,3414,8.0,Highly Urban/ Urban
587,0,20NOV62,37,0,10.0,85731.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,13,Commercial,21660,10,Pickup,no,4002,2,No,1,7161,3.0,Highly Urban/ Urban
590,0,20NOV51,48,0,0.0,0.0,No,0.0,Yes,M,z_High School,Student,35,Commercial,11610,7,Pickup,yes,19545,1,Yes,0,26305,1.0,z_Highly Rural/ Rural
591,1,15NOV57,42,2,11.0,14166.0,Yes,0.0,z_No,z_F,<High School,Student,36,Private,23280,6,Minivan,no,0,0,No,3,5717,5.0,Highly Urban/ Urban
595,0,31MAY68,31,2,0.0,0.0,No,0.0,Yes,z_F,<High School,Student,48,Private,7740,4,Sports Car,no,7323,1,No,7,4306,1.0,Highly Urban/ Urban
597,2,15MAR63,36,2,0.0,0.0,No,110346.0,Yes,z_F,z_High School,Home Maker,28,Private,5100,4,Minivan,no,39425,3,Yes,1,1813,9.0,Highly Urban/ Urban
604,1,20NOV41,58,2,0.0,0.0,No,0.0,Yes,M,z_High School,Student,29,Private,9240,1,Pickup,yes,8336,2,Yes,5,2463,1.0,Highly Urban/ Urban
605,0,21JUL52,47,0,15.0,91221.0,No,263877.0,Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,1500,4,Sports Car,no,5385,2,No,2,465,7.0,Highly Urban/ Urban
607,0,15APR55,44,0,10.0,146338.0,No,0.0,z_No,M,Masters,z_Blue Collar,21,Commercial,22620,1,Panel Truck,no,37211,3,Yes,3,5016,10.0,Highly Urban/ Urban
614,0,13OCT52,47,0,11.999999999999998,47235.0,No,205801.0,z_No,M,z_High School,z_Blue Collar,27,Private,10920,4,Pickup,yes,9933,2,No,2,3354,1.0,Highly Urban/ Urban
618,0,04DEC50,49,0,10.0,7302.0,No,113151.5,z_No,z_F,<High School,Student,27,Private,7030,10,z_SUV,no,3564,1,No,3,5911,1.0,Highly Urban/ Urban
621,0,03NOV63,36,3,15.0,79457.0,Yes,213122.0,z_No,z_F,Bachelors,Professional,34,Private,5100,1,z_SUV,no,0,0,No,1,1368,8.0,Highly Urban/ Urban
622,0,09SEP41,58,0,14.0,37991.0,No,113151.5,z_No,z_F,z_High School,Manager,23,Private,14000,4,Sports Car,no,0,0,Yes,2,3998,1.0,Highly Urban/ Urban
632,0,24JAN62,37,2,13.0,133335.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,15,Commercial,21740,1,z_SUV,no,975,2,No,6,3854,13.0,Highly Urban/ Urban
633,1,20NOV40,59,2,17.0,3272.0,No,0.0,Yes,M,<High School,Student,42,Private,7200,1,Minivan,yes,5086,2,No,2,3231,5.0,Highly Urban/ Urban
635,0,07DEC60,39,2,14.0,58833.0,No,193644.0,Yes,M,Bachelors,z_Blue Collar,41,Commercial,17680,1,Van,yes,0,0,Yes,2,4611,10.0,Highly Urban/ Urban
644,0,04JUN27,72,0,16.0,63890.0,No,256797.0,Yes,z_F,Masters,Lawyer,41,Private,9100,7,Sports Car,no,4448,3,No,0,917,6.0,Highly Urban/ Urban
647,0,18AUG59,40,0,9.0,5253.0,No,77463.0,z_No,z_F,z_High School,Student,23,Commercial,23600,4,Pickup,no,0,0,No,0,9162,1.0,Highly Urban/ Urban
651,0,20APR67,32,3,8.0,33667.89347536618,Yes,193566.0,z_No,z_F,Bachelors,Clerical,43,Private,7080,4,Sports Car,no,0,0,No,0,3829,11.0,Highly Urban/ Urban
655,0,07OCT42,57,0,14.0,200772.0,No,465304.0,z_No,z_F,PhD,Doctor,27,Private,9270,1,z_SUV,no,0,0,No,0,4846,7.0,Highly Urban/ Urban
657,0,05JUN46,53,0,13.0,108744.0,No,333039.0,Yes,M,Masters,z_Blue Collar,5,Commercial,5430,1,Pickup,yes,3267,1,No,0,6409,7.0,Highly Urban/ Urban
660,0,01MAY55,44,1,11.0,48374.0,No,215391.0,Yes,M,z_High School,z_Blue Collar,48,Commercial,34640,1,Panel Truck,no,0,0,No,0,3844,8.0,Highly Urban/ Urban
670,0,06MAR72,27,0,8.0,72030.66344778254,No,0.0,z_No,z_F,<High School,z_Blue Collar,35,Commercial,24340,1,Pickup,no,4599,1,No,2,2595,4.0,Highly Urban/ Urban
671,0,21APR46,53,0,12.0,48587.0,No,0.0,z_No,M,z_High School,z_Blue Collar,61,Commercial,19300,6,Van,no,4390,3,No,3,5951,6.0,Highly Urban/ Urban
681,0,12MAR64,35,0,11.0,85430.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,14,Commercial,13540,1,z_SUV,no,8062,2,No,2,22134,1.0,Highly Urban/ Urban
684,0,02MAR51,48,0,11.0,81084.0,No,0.0,z_No,z_F,Bachelors,Professional,42,Private,27360,1,Sports Car,no,2860,1,No,4,60838,9.0,Highly Urban/ Urban
685,0,04JUN63,36,0,12.0,204373.0,No,113151.5,Yes,M,PhD,z_Blue Collar,20,Commercial,5100,6,Pickup,no,3423,3,No,0,2705,20.0,Highly Urban/ Urban
687,3,25AUG37,62,3,16.0,33995.0,No,136008.0,Yes,M,<High School,z_Blue Collar,42,Private,7700,4,z_SUV,yes,8002,3,No,4,16840,1.0,Highly Urban/ Urban
689,0,08SEP44,55,0,10.0,39405.0,No,161357.0,Yes,M,Masters,z_Blue Collar,28,Commercial,10940,1,Pickup,yes,0,0,Yes,1,4423,14.0,Highly Urban/ Urban
691,0,03AUG40,59,0,12.0,155410.0,No,422815.0,Yes,M,Bachelors,Manager,40,Commercial,33330,7,Panel Truck,yes,4765,3,No,4,5363,10.0,Highly Urban/ Urban
693,0,12APR53,46,0,12.999999999999998,57933.0,No,202659.0,z_No,z_F,Masters,Lawyer,7,Private,16620,1,z_SUV,no,0,0,No,0,9893,7.0,Highly Urban/ Urban
695,0,02NOV75,24,1,12.0,94566.0,Yes,239142.0,z_No,z_F,Masters,z_Blue Collar,34,Private,3900,1,z_SUV,no,0,0,No,2,5495,16.0,Highly Urban/ Urban
696,0,10APR44,55,0,13.0,12393.16305732484,No,315515.0,z_No,z_F,PhD,Home Maker,5,Private,21270,6,Sports Car,no,2622,1,No,2,5386,20.0,Highly Urban/ Urban
697,0,05DEC50,49,0,11.0,26875.0,No,0.0,z_No,M,z_High School,Clerical,18,Commercial,10450,1,Pickup,no,3830,1,No,8,4194,6.0,Highly Urban/ Urban
698,1,27APR57,42,3,11.0,99269.0,Yes,306012.0,z_No,M,Bachelors,Professional,34,Commercial,25910,7,Panel Truck,yes,45894,2,Yes,1,5061,10.0,Highly Urban/ Urban
705,0,21JAN39,60,0,11.0,72030.66344778254,No,290875.0,z_No,M,Masters,z_Blue Collar,44,Commercial,22780,4,Panel Truck,yes,8400,1,No,0,5190,22.0,Highly Urban/ Urban
707,0,06MAY78,21,1,8.0,18483.0,Yes,0.0,z_No,z_F,z_High School,Clerical,20,Private,8150,1,Sports Car,no,7781,2,No,3,3038,1.0,Highly Urban/ Urban
708,0,16JUL49,50,0,9.0,58628.0,No,0.0,z_No,M,Masters,Lawyer,14,Private,12360,1,Minivan,yes,0,0,No,0,1030,15.0,Highly Urban/ Urban
716,0,17APR40,59,0,11.0,8213.0,No,0.0,z_No,z_F,z_High School,Home Maker,61,Private,8840,6,z_SUV,no,2479,3,No,6,5109,5.0,Highly Urban/ Urban
719,0,19MAR69,30,3,11.0,75891.0,No,222952.0,Yes,M,Masters,z_Blue Collar,33,Commercial,4500,4,Pickup,no,3919,1,No,1,2424,20.0,Highly Urban/ Urban
726,1,03MAY57,42,1,9.0,61995.0,Yes,0.0,z_No,z_F,Bachelors,Professional,52,Private,36080,1,Minivan,no,0,0,No,3,27496,8.0,Highly Urban/ Urban
729,1,07MAR61,38,2,11.0,22938.0,Yes,0.0,z_No,z_F,z_High School,Clerical,38,Private,14170,4,z_SUV,no,9785,2,No,0,5862,1.0,z_Highly Rural/ Rural
736,0,28OCT67,32,0,10.0,16118.0,No,0.0,z_No,z_F,<High School,z_Blue Collar,44,Private,6380,1,z_SUV,no,7223,1,No,4,3960,1.0,Highly Urban/ Urban
743,0,29APR58,41,0,10.0,50331.0,No,0.0,z_No,z_F,Bachelors,z_Blue Collar,23,Commercial,18870,4,Pickup,no,5581,2,No,7,1226,1.0,Highly Urban/ Urban
745,2,09FEB62,37,2,5.0,33667.89347536618,No,235987.0,Yes,M,Bachelors,Clerical,50,Private,11270,1,Minivan,yes,0,0,No,3,2471,1.0,Highly Urban/ Urban
746,0,15DEC72,27,3,13.0,14822.0,Yes,113151.5,z_No,z_F,<High School,Clerical,5,Private,8830,10,Sports Car,no,7486,3,No,9,3435,1.0,Highly Urban/ Urban
756,0,07APR48,51,0,13.0,51513.0,No,0.0,z_No,M,Masters,Lawyer,42,Private,6650,4,Minivan,no,33388,2,Yes,4,2838,17.0,Highly Urban/ Urban
757,0,13SEP63,36,0,0.0,0.0,No,68436.0,z_No,z_F,PhD,Home Maker,62,Private,2680,6,Sports Car,no,0,0,No,0,4402,21.0,Highly Urban/ Urban
761,0,19JUN45,54,0,8.0,55742.0,No,186013.0,Yes,z_F,z_High School,z_Blue Collar,52,Commercial,15810,10,z_SUV,no,9718,3,Yes,2,5722,9.0,Highly Urban/ Urban
763,0,10MAR45,54,0,14.0,81438.0,No,0.0,z_No,z_F,Masters,Lawyer,39,Private,15040,4,Sports Car,no,0,0,No,0,6220,16.0,Highly Urban/ Urban
766,0,25DEC40,59,0,12.0,69282.0,No,295989.0,Yes,M,Bachelors,Professional,47,Private,10520,6,Pickup,no,1142,1,No,0,3879,13.0,Highly Urban/ Urban
767,1,03DEC56,43,2,10.0,36230.0,Yes,158234.0,z_No,z_F,<High School,z_Blue Collar,42,Private,6480,4,z_SUV,no,9773,2,No,1,2962,5.0,Highly Urban/ Urban
774,0,10DEC66,33,1,14.0,42667.0,Yes,113151.5,z_No,M,Bachelors,Professional,30,Commercial,8130,6,Pickup,yes,5398,1,No,3,4405,1.0,Highly Urban/ Urban
777,1,12JUL57,42,1,12.0,71686.0,Yes,0.0,z_No,z_F,Bachelors,Professional,37,Private,12870,10,Sports Car,no,5982,2,No,2,5378,10.0,Highly Urban/ Urban
784,0,15JUN66,33,0,9.0,69641.0,No,230290.0,z_No,M,Bachelors,z_Blue Collar,33,Commercial,22680,1,Panel Truck,yes,1712,4,No,2,2044,15.0,Highly Urban/ Urban
791,0,19JAN71,28,0,9.0,13410.0,No,0.0,Yes,M,z_High School,Student,27,Private,4500,7,Pickup,no,5575,2,No,2,835,10.0,Highly Urban/ Urban
793,0,15APR57,42,1,11.0,200928.0,No,513817.0,Yes,M,PhD,Manager,25,Commercial,5600,1,Pickup,no,4020,1,No,2,2931,14.0,Highly Urban/ Urban
796,0,24DEC68,31,2,11.0,13490.0,No,95447.0,Yes,M,z_High School,Student,5,Commercial,5850,10,Pickup,no,31401,3,Yes,1,4578,1.0,Highly Urban/ Urban
798,0,20SEP66,33,1,12.0,92060.0,Yes,0.0,z_No,z_F,Bachelors,Professional,24,Private,14010,5,z_SUV,no,0,0,No,0,2982,10.0,Highly Urban/ Urban
817,0,23AUG42,57,0,13.0,27281.0,No,198619.0,Yes,z_F,z_High School,Home Maker,24,Private,22470,4,z_SUV,no,0,0,Yes,1,6331,1.0,Highly Urban/ Urban
821,0,20MAY49,50,0,3.0,87719.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,20,Commercial,9160,17,Minivan,no,0,0,Yes,2,9270,9.0,Highly Urban/ Urban
823,0,08APR59,40,0,11.0,32265.0,No,0.0,z_No,z_F,z_High School,Clerical,46,Private,8730,3,Minivan,no,3979,1,No,7,5040,1.0,Highly Urban/ Urban
832,0,25AUG43,56,0,13.0,44320.0,No,166535.0,Yes,z_F,Bachelors,Clerical,48,Commercial,12160,1,Pickup,no,3211,1,No,7,4539,15.0,Highly Urban/ Urban
835,0,23NOV40,59,0,14.5,7452.0,No,0.0,z_No,z_F,z_High School,Student,30,Private,8050,1,z_SUV,no,9231,3,No,0,2011,1.0,Highly Urban/ Urban
837,0,12JUN57,42,2,14.0,73694.0,No,224623.0,Yes,z_F,Bachelors,Professional,37,Private,5730,1,z_SUV,no,0,0,Yes,0,2408,11.0,Highly Urban/ Urban
839,2,26JUL54,45,3,9.0,44786.0,No,175534.0,Yes,z_F,z_High School,Clerical,5,Private,10480,13,z_SUV,no,0,0,No,2,2697,1.0,Highly Urban/ Urban
840,1,15JAN58,41,1,11.0,182782.0,Yes,0.0,z_No,M,PhD,z_Blue Collar,36,Commercial,23880,3,Panel Truck,no,5639,2,Yes,5,2233,14.0,Highly Urban/ Urban
841,0,17SEP60,39,1,6.0,56014.0,No,234014.0,Yes,z_F,Bachelors,Professional,28,Private,7100,4,z_SUV,no,0,0,No,0,6098,7.0,Highly Urban/ Urban
845,0,03DEC70,29,4,12.0,94675.0,Yes,291876.0,z_No,M,Masters,z_Blue Collar,47,Private,10320,6,Pickup,no,0,0,No,3,4214,17.0,Highly Urban/ Urban
852,0,06OCT42,57,1,0.0,0.0,No,83843.0,Yes,z_F,<High School,Home Maker,36,Private,9180,1,z_SUV,no,2933,2,No,8,5835,1.0,Highly Urban/ Urban
853,2,08FEB59,40,3,16.0,96613.0,Yes,296274.0,z_No,z_F,Bachelors,Professional,30,Private,24010,1,Minivan,no,4426,2,No,3,1418,5.0,Highly Urban/ Urban
861,0,06NOV46,53,0,11.0,27045.0,No,161922.0,Yes,M,Bachelors,Clerical,54,Commercial,6800,6,Pickup,no,6523,3,No,4,2439,7.0,Highly Urban/ Urban
862,0,12OCT51,48,0,11.0,75984.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,42,Commercial,37310,1,Sports Car,no,40386,3,Yes,1,1062,2.0,Highly Urban/ Urban
867,0,02MAY61,38,0,9.0,57890.0,No,0.0,z_No,z_F,Bachelors,Clerical,19,Commercial,25280,1,Pickup,no,0,0,Yes,2,3338,13.0,Highly Urban/ Urban
870,0,03OCT55,44,2,14.0,26377.0,Yes,169045.0,z_No,M,z_High School,Clerical,30,Private,8540,1,Minivan,yes,4236,3,No,3,4312,1.0,Highly Urban/ Urban
872,0,23JUL75,24,1,7.0,6862.0,Yes,0.0,z_No,z_F,Bachelors,Clerical,38,Private,2190,1,z_SUV,yes,11226,1,No,4,2569,9.0,Highly Urban/ Urban
875,0,23MAY47,52,0,0.0,6262.51497005988,No,0.0,Yes,z_F,z_High School,Student,22,Private,1500,1,Sports Car,no,0,0,No,0,3079,7.0,Highly Urban/ Urban
884,0,04APR42,57,0,12.0,210811.0,No,0.0,z_No,M,Masters,z_Blue Collar,7,Commercial,28280,1,Panel Truck,yes,3542,1,No,4,10900,17.0,Highly Urban/ Urban
901,2,08JUL54,45,3,10.0,116018.0,No,113151.5,Yes,M,Bachelors,Manager,25,Commercial,17600,4,Van,no,16545,1,Yes,2,4011,4.0,Highly Urban/ Urban
909,2,04JAN57,42,3,17.0,28916.0,No,115937.0,Yes,z_F,<High School,Clerical,43,Private,8300,4,Sports Car,no,958,1,No,4,8809,7.0,Highly Urban/ Urban
912,0,10MAY65,34,3,9.0,23439.0,No,113409.0,Yes,z_F,z_High School,Clerical,38,Private,7240,4,Minivan,no,0,0,Yes,1,7551,6.0,Highly Urban/ Urban
917,1,11SEP58,41,2,15.0,105563.0,No,306854.0,Yes,z_F,Masters,Lawyer,23,Private,27520,7,Pickup,no,35585,2,Yes,0,3771,18.0,Highly Urban/ Urban
923,0,20DEC48,51,0,0.0,0.0,No,0.0,z_No,z_F,z_High School,Home Maker,37,Private,6500,3,Sports Car,no,0,0,No,0,2668,1.0,Highly Urban/ Urban
924,0,16DEC55,44,1,8.0,23921.0,Yes,0.0,z_No,z_F,z_High School,Clerical,25,Private,14070,21,Sports Car,no,3805,1,No,2,4488,1.0,Highly Urban/ Urban
925,0,06JAN66,33,1,8.25,112943.0,No,307155.0,Yes,z_F,PhD,Lawyer,29,Private,16090,2,Sports Car,no,0,0,No,0,6868,19.0,Highly Urban/ Urban
926,1,23AUG54,45,1,10.0,36365.0,Yes,0.0,z_No,M,z_High School,Clerical,48,Private,20010,4,Minivan,no,0,0,No,3,5811,8.0,Highly Urban/ Urban
927,2,22NOV62,37,2,10.0,35990.0,Yes,0.0,z_No,M,z_High School,Clerical,34,Private,13840,6,Minivan,yes,10310,1,No,3,890,1.0,z_Highly Rural/ Rural
932,0,14DEC63,36,2,10.0,99325.0,Yes,253542.0,z_No,z_F,Bachelors,z_Blue Collar,40,Commercial,20870,9,z_SUV,no,1994,2,No,3,6755,15.0,Highly Urban/ Urban
941,0,22AUG56,43,0,9.0,215536.0,No,525566.0,Yes,M,PhD,z_Blue Collar,38,Commercial,36390,6,Panel Truck,yes,0,0,No,1,5455,13.0,Highly Urban/ Urban
942,0,14DEC48,51,0,9.0,180783.0,No,486015.0,Yes,z_F,PhD,z_Blue Collar,42,Commercial,36690,1,Van,no,0,0,No,1,6849,16.0,Highly Urban/ Urban
948,0,16JUL61,38,0,11.0,71263.0,No,193720.0,Yes,z_F,Bachelors,z_Blue Collar,34,Commercial,14980,9,z_SUV,no,29447,1,Yes,0,1909,9.0,Highly Urban/ Urban
949,0,25JUN66,33,2,14.0,58973.0,No,197613.0,Yes,M,z_High School,z_Blue Collar,26,Commercial,10580,1,Pickup,yes,0,0,No,1,20540,1.0,Highly Urban/ Urban
950,1,30JUL63,36,1,11.0,109631.0,No,277683.0,Yes,z_F,Bachelors,z_Blue Collar,15,Commercial,29960,10,Minivan,no,0,0,No,0,7443,12.0,Highly Urban/ Urban
952,0,16MAR64,35,2,13.0,8746.0,No,127941.0,Yes,z_F,z_High School,z_Blue Collar,50,Commercial,5370,1,z_SUV,no,0,0,No,6,962,1.0,Highly Urban/ Urban
958,0,25JAN50,49,0,0.0,0.0,No,0.0,z_No,z_F,Bachelors,Home Maker,52,Private,6400,3,z_SUV,no,0,0,No,5,4439,9.0,Highly Urban/ Urban
962,0,15MAY44,55,0,13.0,74385.0,No,113151.5,z_No,z_F,Bachelors,Professional,61,Private,12520,9,z_SUV,no,8533,1,Yes,7,2203,12.0,z_Highly Rural/ Rural
970,1,03MAY60,39,1,12.0,33667.89347536618,Yes,0.0,z_No,M,<High School,Clerical,40,Commercial,5400,6,Pickup,yes,0,0,No,4,6255,1.0,Highly Urban/ Urban
974,0,05NOV59,40,1,13.0,37958.0,Yes,0.0,z_No,M,Bachelors,Clerical,45,Private,13890,4,Minivan,no,15849,1,Yes,0,2303,10.0,Highly Urban/ Urban
976,0,07NOV66,33,1,11.0,13812.0,No,113151.5,Yes,z_F,z_High School,Student,49,Private,4800,1,z_SUV,no,0,0,No,0,5181,1.0,Highly Urban/ Urban
986,0,24MAY58,41,0,9.0,18939.0,No,0.0,z_No,M,<High School,z_Blue Collar,50,Private,5600,1,Minivan,no,41669,3,Yes,1,2553,1.0,Highly Urban/ Urban
989,0,25SEP61,38,0,11.0,48207.0,No,179539.0,z_No,z_F,z_High School,Clerical,38,Private,10120,3,z_SUV,no,1842,3,No,4,22180,8.0,Highly Urban/ Urban
990,0,31JUL67,32,2,0.0,0.0,Yes,0.0,z_No,z_F,z_High School,Home Maker,28,Private,10120,1,z_SUV,no,3928,2,No,1,2398,8.0,Highly Urban/ Urban
993,0,15MAR51,48,0,12.0,30377.0,No,137865.0,Yes,z_F,z_High School,z_Blue Collar,29,Commercial,6300,1,z_SUV,no,0,0,Yes,0,5600,12.0,Highly Urban/ Urban
1002,0,17NOV69,30,2,12.0,106722.0,Yes,0.0,z_No,z_F,Bachelors,Manager,43,Private,26520,7,Sports Car,no,0,0,No,0,3282,13.0,Highly Urban/ Urban
1003,2,15OCT56,43,3,14.000000000000002,12284.0,No,100519.0,Yes,z_F,z_High School,Clerical,43,Private,26710,17,Pickup,no,0,0,No,0,3337,7.0,Highly Urban/ Urban
1008,2,19MAY57,42,2,8.0,57379.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,9420,6,Sports Car,no,5858,2,No,2,20433,1.0,Highly Urban/ Urban
1009,0,30AUG58,41,2,13.0,33667.89347536618,Yes,0.0,z_No,z_F,z_High School,Clerical,35,Private,11830,4,z_SUV,no,7645,2,No,1,6075,1.0,Highly Urban/ Urban
1012,1,18AUG57,42,2,9.0,44661.0,No,113151.5,Yes,z_F,Masters,Lawyer,51,Private,25750,1,z_SUV,no,7637,2,No,3,3753,9.0,Highly Urban/ Urban
1014,0,12NOV76,23,3,10.0,27239.0,Yes,0.0,z_No,M,z_High School,Clerical,53,Private,6520,3,Pickup,yes,0,0,No,5,2804,1.0,Highly Urban/ Urban
1024,1,14JAN57,42,3,13.0,42891.0,No,197173.0,Yes,z_F,z_High School,Clerical,26,Private,22150,15,z_SUV,no,3790,2,No,0,2088,6.0,Highly Urban/ Urban
1025,0,22AUG56,43,0,12.0,66101.0,No,247991.0,Yes,z_F,Masters,Lawyer,42,Private,12410,1,z_SUV,no,0,0,No,0,2479,14.0,Highly Urban/ Urban
1029,0,04DEC72,27,3,11.0,28726.0,No,119210.0,Yes,M,z_High School,Clerical,40,Private,17370,1,Van,no,7081,3,No,0,4544,9.0,z_Highly Rural/ Rural
1030,0,12NOV69,30,0,11.0,112687.0,No,292964.0,z_No,M,z_High School,Manager,24,Private,12770,1,Minivan,yes,0,0,No,0,9863,1.0,Highly Urban/ Urban
1032,1,17OCT47,52,1,12.0,50726.0,Yes,220288.0,z_No,M,Bachelors,Manager,12,Private,1500,7,Minivan,no,0,0,No,0,3971,10.0,Highly Urban/ Urban
1039,0,29NOV42,57,0,14.0,63535.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,51,Commercial,13450,11,Sports Car,no,30094,4,Yes,1,2160,4.0,Highly Urban/ Urban
1044,0,22MAY42,57,0,10.0,216985.0,No,0.0,z_No,z_F,PhD,z_Blue Collar,40,Commercial,20590,1,Pickup,no,0,0,No,5,1645,13.0,Highly Urban/ Urban
1051,0,08AUG41,58,0,13.0,103555.0,No,322978.0,z_No,z_F,Masters,Lawyer,49,Private,30580,1,Sports Car,no,0,0,No,0,6418,17.0,z_Highly Rural/ Rural
1052,0,16NOV60,39,0,13.0,33667.89347536618,No,90212.0,Yes,M,z_High School,Clerical,7,Commercial,5480,1,Pickup,yes,2904,2,No,1,1185,1.0,Highly Urban/ Urban
1055,0,01OCT51,48,0,9.0,40408.0,No,0.0,z_No,z_F,z_High School,Clerical,24,Private,5540,4,Sports Car,no,0,0,Yes,1,4456,1.0,Highly Urban/ Urban
1064,0,06NOV68,31,2,7.0,35053.0,Yes,125625.0,z_No,M,z_High School,z_Blue Collar,28,Commercial,12860,10,Minivan,yes,0,0,Yes,1,3920,1.0,Highly Urban/ Urban
1067,0,08AUG48,51,0,0.0,0.0,No,100658.0,Yes,z_F,z_High School,Home Maker,30,Private,11750,7,Sports Car,no,0,0,No,3,4025,7.0,Highly Urban/ Urban
1071,0,13JAN52,47,0,5.0,68602.0,No,0.0,z_No,M,<High School,z_Blue Collar,36,Commercial,6200,1,Pickup,yes,9136,4,No,2,5103,4.0,Highly Urban/ Urban
1086,0,26MAR48,51,0,0.0,0.0,No,87503.0,Yes,M,z_High School,Student,16,Commercial,6720,1,Pickup,no,3029,2,No,0,7836,7.0,Highly Urban/ Urban
1089,0,29DEC58,41,3,16.0,52475.0,Yes,0.0,z_No,z_F,Masters,Lawyer,9,Private,10750,1,z_SUV,no,0,0,No,3,6879,16.0,Highly Urban/ Urban
1091,0,18NOV37,62,0,16.0,103109.0,No,344523.0,Yes,M,Masters,Lawyer,41,Private,11810,1,z_SUV,yes,0,0,No,0,3288,15.0,Highly Urban/ Urban
